pair_id,problem_id,operator,control_sha256,recovery_sha256,operator_replay_sha256,replay_matches_recovery,edit_span_count,edit_start,edit_end,outside_span_identical,locality_status
pair_math500_086,math500_086,OP_CONSTANT_PERTURB,b1394b81722bb7b2d782e786a5182df187652275828adfa45e58db720c59cfcf,86e8ac19078573f190354752d74699c4b1b0a09973cb102558b436358f3bf7da,86e8ac19078573f190354752d74699c4b1b0a09973cb102558b436358f3bf7da,YES,1,10,11,YES,PASSED
pair_math500_088,math500_088,OP_SIGN_FLIP,a064c7c10a4316e024fcb776a8701da3e7f8babb847347fab7de2b9625857848,1df1dccff63ac0322db939c85b90bb192cdcb1a6d33215f8d2313290d4bb28db,1df1dccff63ac0322db939c85b90bb192cdcb1a6d33215f8d2313290d4bb28db,YES,1,72,73,YES,PASSED
pair_math500_089,math500_089,OP_SIGN_FLIP,4e3cd5a874e1df9033663031ec6fe0a291083d9fcb14977439322641f076c73f,9a464a34ea295d0dbfb0391a8defd58118ea0499b87b3c45530116183a81a62d,9a464a34ea295d0dbfb0391a8defd58118ea0499b87b3c45530116183a81a62d,YES,1,98,99,YES,PASSED
pair_math500_090,math500_090,OP_FRACTION_FLIP,60780060978b7b956eba9610a37054108ea52b5b7152b4112d4b0cce2f002178,c624d918d8d62c016183e78317746b7c4ccbd6b77487a66de229c4c4e6dfa506,c624d918d8d62c016183e78317746b7c4ccbd6b77487a66de229c4c4e6dfa506,YES,1,25,29,YES,PASSED
pair_math500_091,math500_091,OP_SIGN_FLIP,608c48b613e06fedc3527721b5a8b8beebe7df191dfd7eb5c4aa7ef3b952674f,5c705bcb3017aad24ecc582ed0c780119c4f72d7af6359ca66784e985c2cdc7e,5c705bcb3017aad24ecc582ed0c780119c4f72d7af6359ca66784e985c2cdc7e,YES,1,115,116,YES,PASSED
pair_math500_092,math500_092,OP_CONSTANT_PERTURB,3485c4f893f4c0c87736ae516a1a9adb14c8c484381e204c989f32239731be88,72eaa548dbc66f6c1e64f50d5938309f5da9758dc8cc000d9632a3f7ee6a1a3a,72eaa548dbc66f6c1e64f50d5938309f5da9758dc8cc000d9632a3f7ee6a1a3a,YES,1,18,19,YES,PASSED
pair_math500_093,math500_093,OP_SIGN_FLIP,233eef1d767baa07b85eb6391f4b02b4a13068648f0490009b6ab1f215e9d87b,c2de8075ac661137744b8891995c4507b3774d19bdfe29ced3c6336233840913,c2de8075ac661137744b8891995c4507b3774d19bdfe29ced3c6336233840913,YES,1,42,43,YES,PASSED
pair_math500_094,math500_094,OP_CONSTANT_PERTURB,3b9cd65b1755cb603b6c862f88af6ea3c836db8783aa8e978067c6bab1a73f7c,de4745bba8b245d13f216e315ab2436f037790d2ff7b7f2266b8ece12c3af644,de4745bba8b245d13f216e315ab2436f037790d2ff7b7f2266b8ece12c3af644,YES,1,53,54,YES,PASSED
pair_math500_095,math500_095,OP_SIGN_FLIP,ccf4acc67fbff5e0571f9d04c8848d2462f31258b58706d0412e08ff4a546f13,962529f2c280853d845b71c9ec27cc3342687623d076c6480bff0fcd70191046,962529f2c280853d845b71c9ec27cc3342687623d076c6480bff0fcd70191046,YES,1,45,46,YES,PASSED
pair_math500_096,math500_096,OP_FRACTION_FLIP,a6f289adeeba3d5c307ff52e1a21b23cd91ae388e34a74f24b0772ee4bc6117e,e5712fdd17fbcd86115818f00228a816673fff77a2c3f2e3f303a69740e4dc55,e5712fdd17fbcd86115818f00228a816673fff77a2c3f2e3f303a69740e4dc55,YES,1,8,37,YES,PASSED
pair_math500_097,math500_097,OP_CONSTANT_PERTURB,e99c073f9ecfef75c70a81ce079330845ba692094ebd02f8051f64a6c2a614f2,cf518a08584d20e899de4061aabb32b0fea67a43a2a01e90eef65adfc377c834,cf518a08584d20e899de4061aabb32b0fea67a43a2a01e90eef65adfc377c834,YES,1,22,23,YES,PASSED
pair_math500_098,math500_098,OP_SIGN_FLIP,dbd416dcec6c1e7a6ba5d05c2dcfc16d99cd884afd2b0cfb15a4f4802746b4d9,7fbf3f2b3a44fa96ed294808d250cc72438ccf3eddb655b9dd3e258ad0ac203b,7fbf3f2b3a44fa96ed294808d250cc72438ccf3eddb655b9dd3e258ad0ac203b,YES,1,12,13,YES,PASSED
pair_math500_099,math500_099,OP_SIGN_FLIP,9a5cb96ee7f6079e9cfa779fe10279568752eb815af542d18d86554b8191ccbd,633e24e2fc207c8c313861535be41e3cf61ae6ac8448098d865b332f72f6a5ca,633e24e2fc207c8c313861535be41e3cf61ae6ac8448098d865b332f72f6a5ca,YES,1,124,125,YES,PASSED
pair_math500_100,math500_100,OP_SIGN_FLIP,e9877144b0d7660946836c24c703e952f11277349c85400f96a73d83e977b8e9,532e2e2bba8c14cab662c8070c6f2f63ab734c8dc2c93149889b388ba0626323,532e2e2bba8c14cab662c8070c6f2f63ab734c8dc2c93149889b388ba0626323,YES,1,251,252,YES,PASSED
pair_math500_101,math500_101,OP_SIGN_FLIP,bb26c971b6e3ac9d145c6a7f5102c2dcae1751998465d69f12cfbfa3b48fe6c2,5cc4cee1ce1765d9a41333dd11e1774b2ff43f570f00f4ed1e0f1f6e8256cc1b,5cc4cee1ce1765d9a41333dd11e1774b2ff43f570f00f4ed1e0f1f6e8256cc1b,YES,1,19,20,YES,PASSED
pair_math500_102,math500_102,OP_SIGN_FLIP,294110dca917b6cc2133cf69d9057b398155c17535a8728a5fc04e891ccf4438,4136c2d23a948452bf6f258ef3531542b62abd6c52d24cc94175b66dfcc46cb0,4136c2d23a948452bf6f258ef3531542b62abd6c52d24cc94175b66dfcc46cb0,YES,1,12,13,YES,PASSED
pair_math500_103,math500_103,OP_SIGN_FLIP,83931d88283788fb68b4089ff341612d252755d407dcd4bd5eb37b44d6e9e4d4,7b435135173d0ded4f58aea302c6dabd2217f982d910ba6e90817885e5834b03,7b435135173d0ded4f58aea302c6dabd2217f982d910ba6e90817885e5834b03,YES,1,26,27,YES,PASSED
pair_math500_104,math500_104,OP_SIGN_FLIP,8299068687229e70dc5085b3196702a10cec977650ab1fc6925cc5d6fa0a19a0,8ce1ad5a70b4aa523c982073e26d189921ead5f6c83cca009ba3618a41eebff4,8ce1ad5a70b4aa523c982073e26d189921ead5f6c83cca009ba3618a41eebff4,YES,1,7,8,YES,PASSED
pair_math500_105,math500_105,OP_CONSTANT_PERTURB,9913d3867053e7298efa28f409cde803c4056c8fe119bb507ce54eef36a8e596,b9e415b19cee6bf161e77f56a2cc187688d401b0003bb494b9be02d775a746f6,b9e415b19cee6bf161e77f56a2cc187688d401b0003bb494b9be02d775a746f6,YES,1,17,18,YES,PASSED
pair_math500_106,math500_106,OP_CONSTANT_PERTURB,c56dc5803e39f1a4ec453f6292aaa5a87886b87cc9c1593f4c6694fc5cb76d5c,a2e56b9e08ceb4c271be7aeef33055f8c08e63b091dabcc947d09b8f59bd6cce,a2e56b9e08ceb4c271be7aeef33055f8c08e63b091dabcc947d09b8f59bd6cce,YES,1,56,57,YES,PASSED
pair_math500_107,math500_107,OP_CONSTANT_PERTURB,f1e669912f85b5c9994de44ad6e9dcb0188323f0340f32b26357f9e53f5d033b,1a95293cc849bd69f5129748ab65ce0c54be33c80da14202e0ed0f74765490c8,1a95293cc849bd69f5129748ab65ce0c54be33c80da14202e0ed0f74765490c8,YES,1,86,87,YES,PASSED
pair_math500_108,math500_108,OP_FRACTION_FLIP,6392f8afe6a3032cbab5f9295b4b676b199c130b2066e4dfbb722930c2d04503,26970a3f0996550588c6d2049e8c55d27a59215f45bd01ef14ff9c1aa728ba0a,26970a3f0996550588c6d2049e8c55d27a59215f45bd01ef14ff9c1aa728ba0a,YES,1,8,24,YES,PASSED
pair_math500_109,math500_109,OP_SIGN_FLIP,67ca92d763c3214e2a07f004277524ca879cf4b487d6e0132c28be44075234cf,ed713c3f550d7947336108e79d6cf7b7a15a6e788fedf232afa0d76fcb548750,ed713c3f550d7947336108e79d6cf7b7a15a6e788fedf232afa0d76fcb548750,YES,1,124,125,YES,PASSED
pair_math500_111,math500_111,OP_FRACTION_FLIP,3f8ba147a9951373a6fd2faba1699bb4874bb5bebb298614484535f8ebacac3d,446774dc7ea05ab1a09fa6cd4f2097f34652383285207c62437ba272514c8991,446774dc7ea05ab1a09fa6cd4f2097f34652383285207c62437ba272514c8991,YES,1,271,282,YES,PASSED
pair_math500_112,math500_112,OP_SIGN_FLIP,5c42d81768ad8042535e3acb1dbe7620c63d349e21b01e60f5f5b2b26e012cf9,fa0f3124fc63bac6476ec10eacb3a711e8a9e5219d33d971124d14ccb52e645e,fa0f3124fc63bac6476ec10eacb3a711e8a9e5219d33d971124d14ccb52e645e,YES,1,61,62,YES,PASSED
pair_math500_113,math500_113,OP_SIGN_FLIP,7ec1a76fdb76bb55d7a02145b267e6f0d1a00575d2fd13c6580453b7fc40de11,9b35b223257186250af43e486f9fbfd550f79c4bea578d197f75ba1e200e6507,9b35b223257186250af43e486f9fbfd550f79c4bea578d197f75ba1e200e6507,YES,1,28,29,YES,PASSED
pair_math500_114,math500_114,OP_FRACTION_FLIP,e03482bc10f154458d991f8293e5fe4d95d2805cc2995cc9298bde6b95e7c8d3,f83d3bcff35800559d3ab957d067ffcbd089904fef624c655f6dad60c37aa89c,f83d3bcff35800559d3ab957d067ffcbd089904fef624c655f6dad60c37aa89c,YES,1,8,16,YES,PASSED
pair_math500_116,math500_116,OP_FRACTION_FLIP,950c7bc94d58a25ac6ce93944363cba4f63f2a4115a009484a2a8aae60f36fe9,80ac901e0416a75810b9298f04c0a5799fd1537f64764acf8d3fa7ad478ee790,80ac901e0416a75810b9298f04c0a5799fd1537f64764acf8d3fa7ad478ee790,YES,1,36,40,YES,PASSED
pair_math500_117,math500_117,OP_SIGN_FLIP,fcc062a407e9e2389ae6355979dc8c5793646d3267f90961a3b8a5670f81d463,90c37eab19648c1f0c4d227335a38730f61a30a8aa282059cfac5bf08a429a0a,90c37eab19648c1f0c4d227335a38730f61a30a8aa282059cfac5bf08a429a0a,YES,1,79,80,YES,PASSED
pair_math500_118,math500_118,OP_CONSTANT_PERTURB,b10976adab7b93878bb9a8cdc8d0f8a2c91ec488eee4acb90efadcb0133bd3cb,4e2c722d68f691a95ba734a4d81fa5d339ac2ef0abae2c4d4ee2f2e107eb78e8,4e2c722d68f691a95ba734a4d81fa5d339ac2ef0abae2c4d4ee2f2e107eb78e8,YES,1,98,99,YES,PASSED
pair_math500_119,math500_119,OP_SIGN_FLIP,365b3239cb9a124bfdb00f688eb0f0c90d3cf985bc565e7a73a761f8eb3a74ed,7143a006e9b23710fe8e45e33e6fb709b3ef0ab1e1274eeff7921a419bbcb2ff,7143a006e9b23710fe8e45e33e6fb709b3ef0ab1e1274eeff7921a419bbcb2ff,YES,1,90,91,YES,PASSED
pair_math500_120,math500_120,OP_SIGN_FLIP,555e7563dbb06f01c0aefdf999f9ff246899f5bee49bc7815ba29099a5ca09ae,8f850f549c9eec023add1b6e664f81263d03e8cfc6bbe9f6797616e0971eafed,8f850f549c9eec023add1b6e664f81263d03e8cfc6bbe9f6797616e0971eafed,YES,1,14,15,YES,PASSED
pair_math500_121,math500_121,OP_SIGN_FLIP,e17ee6c19bdb5f922dcf133259877e52560ba9a8f3e8b2c51e957d033a579bd5,44a932ad723f50d087dcd02bd72da1a78aa7b829416e835ad8b9f8a94c6a7a71,44a932ad723f50d087dcd02bd72da1a78aa7b829416e835ad8b9f8a94c6a7a71,YES,1,76,77,YES,PASSED
pair_math500_124,math500_124,OP_SIGN_FLIP,c058949f2f32ffc520e9bb3a250ea705b93e3a5462effdb8352c58198c46bdb7,33eab7c406e2e6268b77f94eb0240e7502de306fa1a348601095dded77191bf9,33eab7c406e2e6268b77f94eb0240e7502de306fa1a348601095dded77191bf9,YES,1,89,90,YES,PASSED
pair_math500_125,math500_125,OP_CONSTANT_PERTURB,17a97ebc3a016770d117033aa6ecb11011f068456ad8dea34e80291d819ca253,9285202e3bf0b8a814814a065e28a06b82265fc5c4e5bc133deea9be3e975da4,9285202e3bf0b8a814814a065e28a06b82265fc5c4e5bc133deea9be3e975da4,YES,1,9,10,YES,PASSED
pair_math500_126,math500_126,OP_FRACTION_FLIP,4299c57ddeb0cadeb4043c60561221446824a18fc07458a131d5e0d64b65ac5f,26a36d742b5f0ed2f3552f3f3ea7088fa3601255ceb2195aeb4595b7905d4458,26a36d742b5f0ed2f3552f3f3ea7088fa3601255ceb2195aeb4595b7905d4458,YES,1,42,48,YES,PASSED
pair_math500_127,math500_127,OP_CONSTANT_PERTURB,90e5e1e2cd6dc3daac7cfe4ac6f1b8c9bffb8b71ff0338e6b46541677ceddb68,aeae67851f59b320705df6bdacef472ac69d07f413e31b228f25ad409ad42f42,aeae67851f59b320705df6bdacef472ac69d07f413e31b228f25ad409ad42f42,YES,1,12,13,YES,PASSED
pair_math500_128,math500_128,OP_CONSTANT_PERTURB,11ba70f00078dfc3bd248c772f82afa0ab85f4e7c70553cff8e7fc0b40d66060,773ef11b898eec9f97ed7e16932a52e1adeb97c372b66fb0bb8b0ba496300c6b,773ef11b898eec9f97ed7e16932a52e1adeb97c372b66fb0bb8b0ba496300c6b,YES,1,14,15,YES,PASSED
pair_math500_129,math500_129,OP_CONSTANT_PERTURB,46303bbd33ac151f276906ccb8236d89f3256ceb8c4d888d9e4fa30d81f44065,2741bbe57057b28ac6c00bdb66741e4ebe1d93664aad41f1058dcbf34ff8e956,2741bbe57057b28ac6c00bdb66741e4ebe1d93664aad41f1058dcbf34ff8e956,YES,1,28,29,YES,PASSED
pair_math500_130,math500_130,OP_CONSTANT_PERTURB,bc979a3febf3e7976dd1c34cf91c7b4ffdba7aab9c2ac72b898930c60f43e756,ba2f31a98aea344796cebff8a235881bb162eb42a5598b2af44981d8366e3636,ba2f31a98aea344796cebff8a235881bb162eb42a5598b2af44981d8366e3636,YES,1,29,30,YES,PASSED
pair_math500_131,math500_131,OP_SIGN_FLIP,83758db7d3ed964fd37594aba443b9358c4dac869623e01325c58c4ce6e0d9e8,31ee89a8ea3e5fd7c9bde629654153bc537c54c9fffdeb57cc010b26ce467cce,31ee89a8ea3e5fd7c9bde629654153bc537c54c9fffdeb57cc010b26ce467cce,YES,1,35,36,YES,PASSED
pair_math500_132,math500_132,OP_CONSTANT_PERTURB,09825be26208a6a0401ee2bfcb95e526f57511e8f4c4afa18d98f40ffff4af24,2dd37cb729077cca5f887050b7f01dab2ee8fbc373e0975ffa12dc853f58746f,2dd37cb729077cca5f887050b7f01dab2ee8fbc373e0975ffa12dc853f58746f,YES,1,39,40,YES,PASSED
pair_math500_133,math500_133,OP_SIGN_FLIP,9a2f3cb7654f3a557e86743d4c03c4c4466d34f126e9002b49507c95b0b4c404,87dcf79ba916d067e8938828ad99ad08a623c5a84da133e8e5f7699f85df9946,87dcf79ba916d067e8938828ad99ad08a623c5a84da133e8e5f7699f85df9946,YES,1,110,111,YES,PASSED
pair_math500_134,math500_134,OP_SIGN_FLIP,ffa983ad1ca6300bfbd43ae352cf46bcbb26e5ff1ac0ff48fbf8f7ca0475f821,6f9ec4f9f83110a2dca4adb39ec1bf4ee2197ab94caa6f3a7027bc4c8e7d67be,6f9ec4f9f83110a2dca4adb39ec1bf4ee2197ab94caa6f3a7027bc4c8e7d67be,YES,1,80,81,YES,PASSED
pair_math500_135,math500_135,OP_CONSTANT_PERTURB,5a1b6889c02aa79ffa740a02c81cb2748cbac7210598757b3026498e10a07369,94b6688c23100226fd4dcb33b208c5ab01b4f37c22f20dea2bf8cf6643aaf4e4,94b6688c23100226fd4dcb33b208c5ab01b4f37c22f20dea2bf8cf6643aaf4e4,YES,1,17,18,YES,PASSED
pair_math500_136,math500_136,OP_SIGN_FLIP,90ffd19607c0dbfc4b7c3fe7da27502bf916020194b747a23b06a6c406d0c249,a1c5628afaf5f2476684b8e9bae8c85db489513484ff1468923f251c3e8af343,a1c5628afaf5f2476684b8e9bae8c85db489513484ff1468923f251c3e8af343,YES,1,7,8,YES,PASSED
pair_math500_137,math500_137,OP_CONSTANT_PERTURB,46f22b770038d3c1b2c2926b0ebe23ef38d60a532ce10f9f7a1b97a750de8863,e39e778b0bb72039ebe2325c4a94fc7101c77a8f8663a49e685b4a3123b89c2e,e39e778b0bb72039ebe2325c4a94fc7101c77a8f8663a49e685b4a3123b89c2e,YES,1,39,40,YES,PASSED
pair_math500_138,math500_138,OP_FRACTION_FLIP,32b1d9a386fc6443db81c72a0ed1bdc0ecba4726b9987d0ff289419eea6bb346,1dfaa4c41c85ff23e29f5d21e1980f3c5e1b0d5e8b671b180565f14f376f9c4b,1dfaa4c41c85ff23e29f5d21e1980f3c5e1b0d5e8b671b180565f14f376f9c4b,YES,1,148,152,YES,PASSED
pair_math500_139,math500_139,OP_SIGN_FLIP,e18489d240284a67680b501ed21d1af92158659ea1c49ff2b8c4ad267b83ff73,e37b03b1705f5d94971b47c74dba28bbfafad7b9bfc296892a695f01cf223f5f,e37b03b1705f5d94971b47c74dba28bbfafad7b9bfc296892a695f01cf223f5f,YES,1,9,10,YES,PASSED
pair_math500_140,math500_140,OP_SIGN_FLIP,27124b68617e349ea05a04710b4413b2f623ab10bb247f4d02ac253af7fc4a17,cb4b2222b22cb1a29f2500f71f07471b94ff7f5bc6888e76abb4b7ec8fecb351,cb4b2222b22cb1a29f2500f71f07471b94ff7f5bc6888e76abb4b7ec8fecb351,YES,1,16,17,YES,PASSED
pair_math500_141,math500_141,OP_CONSTANT_PERTURB,4d901375ace121ebc14e1a8d08a6829c8eadaad30e92edb76d7ded0340f0538c,b612fc23ccdf4aa42c01a0b249f2b90bf212eba9d6b1b25cb7f87c4970ae95c0,b612fc23ccdf4aa42c01a0b249f2b90bf212eba9d6b1b25cb7f87c4970ae95c0,YES,1,41,42,YES,PASSED
pair_math500_142,math500_142,OP_CONSTANT_PERTURB,d7d6defea6da6813451106b250105dab78745692ef16ccd31ccb9ef339a14a89,9524913446937dfee335cdd42e9ea189a2d0f978736a9ebd94371f774c83fd48,9524913446937dfee335cdd42e9ea189a2d0f978736a9ebd94371f774c83fd48,YES,1,23,24,YES,PASSED
pair_math500_143,math500_143,OP_SIGN_FLIP,c54db869fee0521550ed51f9b980c3bb0f405fe8842b36eef9b88e6f78b642c1,c251ed2822516c475005218fc56cc65e06c6ddf984fe2feff6262dc240be5b0b,c251ed2822516c475005218fc56cc65e06c6ddf984fe2feff6262dc240be5b0b,YES,1,128,129,YES,PASSED
pair_math500_144,math500_144,OP_SIGN_FLIP,f66b72f15528e2c0d6d4513c16037e9c2e0a1ec752760a987822c75421da4699,64ebba0908c0e51fcafd6d9d0eacb6e4e825d5e0b632c39f388285aacbdffe7a,64ebba0908c0e51fcafd6d9d0eacb6e4e825d5e0b632c39f388285aacbdffe7a,YES,1,26,27,YES,PASSED
pair_math500_145,math500_145,OP_FRACTION_FLIP,1dba0d8c41cbe3596330246203f24efeaf1660db3aff134815ca7e4f2203555f,3623a642ffad17263708b051a8b00fd5d5d9924835184740f9849c09f40de3f5,3623a642ffad17263708b051a8b00fd5d5d9924835184740f9849c09f40de3f5,YES,1,16,20,YES,PASSED
pair_math500_146,math500_146,OP_CONSTANT_PERTURB,739df21e44ec06cb5abc0e1181b491e3ef151463adc788593dec5ee2d6ef435d,ba58804f56f933d1b5603ad5510b22414a816b29ab0f0ce025a85e56baa35d22,ba58804f56f933d1b5603ad5510b22414a816b29ab0f0ce025a85e56baa35d22,YES,1,7,8,YES,PASSED
pair_math500_147,math500_147,OP_SIGN_FLIP,b4fa22404e7531808aa68724cadef0c146d9393b434adc59fdecd89f1531026d,261ea53a28a3a432096446612ac336335460594bfec4e0fc594bc9e3eab6fa00,261ea53a28a3a432096446612ac336335460594bfec4e0fc594bc9e3eab6fa00,YES,1,29,30,YES,PASSED
pair_math500_148,math500_148,OP_SIGN_FLIP,b2452fa98188eb0dd3b407cda90651a5e8c02b2242efd93a25aba714e9d6a413,e6d106736fd7fe77d5b82e3c6e768159d328a4abb32524a9d5e8061a2010f1a2,e6d106736fd7fe77d5b82e3c6e768159d328a4abb32524a9d5e8061a2010f1a2,YES,1,28,29,YES,PASSED
pair_math500_149,math500_149,OP_CONSTANT_PERTURB,27cec5764fde9c200470c9810686c940df88ce30cc8624caa3732ada7a51e6ad,12c8f62b98a504ada9631a61bf5433b122c61a5ff79e87d775eb56f23566fd4d,12c8f62b98a504ada9631a61bf5433b122c61a5ff79e87d775eb56f23566fd4d,YES,1,25,26,YES,PASSED
pair_math500_150,math500_150,OP_CONSTANT_PERTURB,8cf12ac57998bd47957c0823f27d60f42b9abbd6438b5ca4cbde3f87af577aa6,67355f41c1f5c0e994becce059ca0a688ac012bf75480705eaa7195f4e3d041a,67355f41c1f5c0e994becce059ca0a688ac012bf75480705eaa7195f4e3d041a,YES,1,43,44,YES,PASSED
pair_math500_151,math500_151,OP_FRACTION_FLIP,de2f47a0711d5cb2a65a92c51102c4f9bec30a4bd320e6ccae23aa4de60949e3,08572e167969acb3186a25ce19cea09e7028557ef8c0131a4022c7c305e7e699,08572e167969acb3186a25ce19cea09e7028557ef8c0131a4022c7c305e7e699,YES,1,8,12,YES,PASSED
pair_math500_152,math500_152,OP_CONSTANT_PERTURB,47159fe8ca85485d77da1d2c578c1ea5498ceee1957f580ef6b73a142dd646fc,d77ce7a19060886f89c47c3642e04f3a0cf7bdd2741782e355ab14f32a228775,d77ce7a19060886f89c47c3642e04f3a0cf7bdd2741782e355ab14f32a228775,YES,1,104,105,YES,PASSED
pair_math500_153,math500_153,OP_FRACTION_FLIP,5a18fe1eaa4b786c3066ea4e5f680ac0fd7695b010d52f680ef73779d1e02164,5ea269f6e2abd138a7c8cf7949e22a200e845b0e3cafe4c552135dbfb0c63d39,5ea269f6e2abd138a7c8cf7949e22a200e845b0e3cafe4c552135dbfb0c63d39,YES,1,24,37,YES,PASSED
pair_math500_154,math500_154,OP_SIGN_FLIP,be2633a4d9876f4d762c09e42ca576e994074cd8eb92c16455c0ca472ba4419b,f052fbfd4720c7113581c684d22cb6f0828d076715327ecce7c47ca13b11a7ef,f052fbfd4720c7113581c684d22cb6f0828d076715327ecce7c47ca13b11a7ef,YES,1,153,154,YES,PASSED
pair_math500_156,math500_156,OP_FRACTION_FLIP,d7f53c7d2a991c2b22101be36e84e2072b6128614a65805cac648def304fd831,8b4b643dbbea5ae3269356306c30d1491a451d3ccf8f825db57bd78910198e36,8b4b643dbbea5ae3269356306c30d1491a451d3ccf8f825db57bd78910198e36,YES,1,320,371,YES,PASSED
pair_math500_157,math500_157,OP_SIGN_FLIP,5f3db36bb30d8262d632549461fd813ad6e2ae01fc3f592ab92cae756c396174,cab5f17b6c873aedeaf6ca0270b38c9b297cf9c044c067bc008752772780372f,cab5f17b6c873aedeaf6ca0270b38c9b297cf9c044c067bc008752772780372f,YES,1,19,20,YES,PASSED
pair_math500_158,math500_158,OP_CONSTANT_PERTURB,cdfecc96f81ebed3da0d0b9e2973e0101d020eb408b8cc5f1553cc86c067e65a,3e2fcce39a95c91e6a0d9371661f651a1633ad21af90e532f5ebede2cc794106,3e2fcce39a95c91e6a0d9371661f651a1633ad21af90e532f5ebede2cc794106,YES,1,25,26,YES,PASSED
pair_math500_159,math500_159,OP_SIGN_FLIP,c657381c78f2f29729105c03b8518c0de97eea8a29203271c16de312df038b64,7ea0374950b90edca8f55fc7cc4fd1887c030c1b0d84f4c448f36fd5bf9459c0,7ea0374950b90edca8f55fc7cc4fd1887c030c1b0d84f4c448f36fd5bf9459c0,YES,1,11,12,YES,PASSED
pair_math500_160,math500_160,OP_CONSTANT_PERTURB,1682bc70d1292f952e40943d01c49875b60461423f529c8259ddd99dd11915fc,899d0638576d1459191acd55fd8f8c5dfae5dcfc8ae7e99041c3109d6531b604,899d0638576d1459191acd55fd8f8c5dfae5dcfc8ae7e99041c3109d6531b604,YES,1,43,44,YES,PASSED
pair_math500_161,math500_161,OP_CONSTANT_PERTURB,43c4a28872dd6cc234eebec415c75432106dc774a69f654c088a775cbfe43cd2,51cc7f0b36d16ad3ee3457cf746f7102bbd70a02c74de3421c5446418a07fbfc,51cc7f0b36d16ad3ee3457cf746f7102bbd70a02c74de3421c5446418a07fbfc,YES,1,9,10,YES,PASSED
pair_math500_162,math500_162,OP_CONSTANT_PERTURB,f221c621963b90849eab28e5aa582d8208b01f041b708daf81e5dab4581ac8c1,745dfe2d75d247eb0ca156ba348f4ad6097829eb4502d838d473ebd3657fd684,745dfe2d75d247eb0ca156ba348f4ad6097829eb4502d838d473ebd3657fd684,YES,1,9,10,YES,PASSED
pair_math500_163,math500_163,OP_FRACTION_FLIP,2304965636dc08bfdab2f68faea62fc377a4b4873ca1736a1646f4e6ef523720,4b0d327ff08ec3d15dc75b46bcbc47d2362137f71a374d25679b1941126e99e1,4b0d327ff08ec3d15dc75b46bcbc47d2362137f71a374d25679b1941126e99e1,YES,1,39,45,YES,PASSED
pair_math500_164,math500_164,OP_FRACTION_FLIP,b957122b5a8f709830627edb478381a18f87ed3714de4968cb736a56565d1e08,72ee4fafaa9c8b77e1c0c6025c42d8936595ec2ac315ba4d6713f6bf6b111c92,72ee4fafaa9c8b77e1c0c6025c42d8936595ec2ac315ba4d6713f6bf6b111c92,YES,1,72,91,YES,PASSED
pair_math500_165,math500_165,OP_SIGN_FLIP,7bdab7a2a5440c1d0c370dd883bd6f976b6041dda2c3594257bbd79b43c98993,85e87bdc2fbc7dc18d95a9c7394d4850a663c52f650a6f1b05073e763a0997ee,85e87bdc2fbc7dc18d95a9c7394d4850a663c52f650a6f1b05073e763a0997ee,YES,1,46,47,YES,PASSED
pair_math500_166,math500_166,OP_SIGN_FLIP,0a5980e37ce35503ba3864ca40322d82dbcd64a7712dba1aa4f8f1a0d0f87462,b8bbe1926c895db524b3b803b8ec0a00535130511e946139a88de33292c4ede6,b8bbe1926c895db524b3b803b8ec0a00535130511e946139a88de33292c4ede6,YES,1,51,52,YES,PASSED
pair_math500_167,math500_167,OP_FRACTION_FLIP,fe9655ccaaf21bf792a5f85b1be422289d826972b6879d2fec88ee0a58b24089,c819126931c577392cfdee27f8b92a407a79ee1b00ac8f29fb89751ecf55344e,c819126931c577392cfdee27f8b92a407a79ee1b00ac8f29fb89751ecf55344e,YES,1,66,70,YES,PASSED
pair_math500_168,math500_168,OP_SIGN_FLIP,f49e8306eac69e9f98cc8c124a9c17f9dd30136531eea46a7f00d5d29f51d2fd,bd60750d4fc7703bf02686e6046bda8d55b11a7221ce86118da9c713d5dace16,bd60750d4fc7703bf02686e6046bda8d55b11a7221ce86118da9c713d5dace16,YES,1,55,56,YES,PASSED
pair_math500_169,math500_169,OP_CONSTANT_PERTURB,a8a294e2d4f97046365c7401fce5523146ab0a68579e7cc37101875d6152cfb8,634dd871c088565d5005ab9628ee8a8e5d00ab3b2f0666114d8ea336d15c92bc,634dd871c088565d5005ab9628ee8a8e5d00ab3b2f0666114d8ea336d15c92bc,YES,1,72,73,YES,PASSED
pair_math500_170,math500_170,OP_SIGN_FLIP,9f9c66a90411709a71d9ff52d73f45509b54b1332b622d4498758593f82488bd,21e4030ba2ce6dec7d40e9c1e04b982cbf90c945f36e738b004e9968b947d168,21e4030ba2ce6dec7d40e9c1e04b982cbf90c945f36e738b004e9968b947d168,YES,1,44,45,YES,PASSED
pair_math500_171,math500_171,OP_CONSTANT_PERTURB,765a61cd31f307cc0b2da66ae1590ea5d93305b717cb185013f4687948fc74b8,333a1973cde20ff411d6faaed30934276539b3f434ed49a01bd41fd45d66a6c0,333a1973cde20ff411d6faaed30934276539b3f434ed49a01bd41fd45d66a6c0,YES,1,18,19,YES,PASSED
