problem_id,terminal_stage,exact_exclusion_reason
math500_317,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_318,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_319,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_320,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_321,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_322,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_323,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_324,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_325,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_326,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_327,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_328,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_329,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_330,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_331,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_332,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_333,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_334,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_335,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_337,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_338,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_339,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_340,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_341,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_342,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_343,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_344,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_345,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_346,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_347,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_349,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_350,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_351,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_352,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_353,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_354,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_355,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_356,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_357,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_358,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_359,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_360,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_361,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_362,NO_EFFECT_MUTATION,Target equation step contains complex formatting tags that mutate into identical string or fail boundary checks.
math500_363,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_364,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_365,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_366,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_367,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_368,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_369,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_370,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_371,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_372,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_373,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_374,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_375,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_376,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_377,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_378,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_379,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_380,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_381,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_382,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_383,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_384,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_385,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_386,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_387,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_388,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_389,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_390,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_391,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_392,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_393,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_394,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_395,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_396,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_397,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_398,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_399,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_400,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_401,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_402,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_403,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_404,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_405,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_406,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_407,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_408,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_409,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_410,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_411,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_413,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_414,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_416,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_417,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_418,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_419,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_420,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_421,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_422,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_423,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_425,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_426,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_427,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_428,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_429,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_430,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_432,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_433,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_434,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_435,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_436,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_437,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_438,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_439,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_440,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_441,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_442,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_443,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_444,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_445,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_447,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_448,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_449,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_450,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_451,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_452,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_453,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_454,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_455,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_456,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_457,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_458,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_459,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_460,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_461,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_462,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_463,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_464,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_465,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_466,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_467,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_468,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_469,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_470,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_471,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_472,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_473,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_474,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_475,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_476,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_477,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_478,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_479,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_480,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_481,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_482,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_483,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_484,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_485,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_486,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_487,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_488,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_489,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_490,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_491,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_493,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_494,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_495,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_496,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_497,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_498,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
math500_499,FINAL_REGISTERED,Successfully constructed Control and Recovery state pair passing all semantic quality invariants.
