rollout_id,pair_id,state_type,checkpoint_t,rollout_k,target_transition_success,generated_token_count
pair_pair_math500_148_control_ckpt_000_r_06,pair_math500_148,control,0,6,1,512
pair_pair_math500_148_control_ckpt_000_r_07,pair_math500_148,control,0,7,1,492
pair_pair_math500_148_control_ckpt_000_r_08,pair_math500_148,control,0,8,1,442
pair_pair_math500_148_control_ckpt_000_r_09,pair_math500_148,control,0,9,1,512
pair_pair_math500_148_control_ckpt_000_r_10,pair_math500_148,control,0,10,1,438
pair_pair_math500_148_control_ckpt_000_r_11,pair_math500_148,control,0,11,0,506
pair_pair_math500_148_control_ckpt_000_r_12,pair_math500_148,control,0,12,1,512
pair_pair_math500_148_control_ckpt_000_r_13,pair_math500_148,control,0,13,0,512
pair_pair_math500_148_control_ckpt_000_r_14,pair_math500_148,control,0,14,1,496
pair_pair_math500_148_control_ckpt_000_r_15,pair_math500_148,control,0,15,0,497
pair_pair_math500_148_control_ckpt_000_r_16,pair_math500_148,control,0,16,1,476
pair_pair_math500_148_control_ckpt_256_r_01,pair_math500_148,control,256,1,1,510
pair_pair_math500_148_control_ckpt_256_r_02,pair_math500_148,control,256,2,0,512
pair_pair_math500_148_control_ckpt_256_r_03,pair_math500_148,control,256,3,1,486
pair_pair_math500_148_control_ckpt_256_r_04,pair_math500_148,control,256,4,1,509
pair_pair_math500_148_control_ckpt_256_r_05,pair_math500_148,control,256,5,0,512
pair_pair_math500_148_control_ckpt_256_r_06,pair_math500_148,control,256,6,1,512
pair_pair_math500_148_control_ckpt_256_r_07,pair_math500_148,control,256,7,1,512
pair_pair_math500_148_control_ckpt_256_r_08,pair_math500_148,control,256,8,1,512
pair_pair_math500_148_control_ckpt_256_r_09,pair_math500_148,control,256,9,1,423
pair_pair_math500_148_control_ckpt_256_r_10,pair_math500_148,control,256,10,0,512
pair_pair_math500_148_control_ckpt_256_r_11,pair_math500_148,control,256,11,1,512
pair_pair_math500_148_control_ckpt_256_r_12,pair_math500_148,control,256,12,1,512
pair_pair_math500_148_control_ckpt_256_r_13,pair_math500_148,control,256,13,1,499
pair_pair_math500_148_control_ckpt_256_r_14,pair_math500_148,control,256,14,1,499
pair_pair_math500_148_control_ckpt_256_r_15,pair_math500_148,control,256,15,1,512
pair_pair_math500_148_control_ckpt_256_r_16,pair_math500_148,control,256,16,1,499
pair_pair_math500_148_recovery_ckpt_000_r_01,pair_math500_148,recovery,0,1,0,472
pair_pair_math500_148_recovery_ckpt_000_r_02,pair_math500_148,recovery,0,2,0,481
pair_pair_math500_148_recovery_ckpt_000_r_03,pair_math500_148,recovery,0,3,0,475
pair_pair_math500_148_recovery_ckpt_000_r_04,pair_math500_148,recovery,0,4,1,483
pair_pair_math500_148_recovery_ckpt_000_r_05,pair_math500_148,recovery,0,5,0,482
pair_pair_math500_148_recovery_ckpt_000_r_06,pair_math500_148,recovery,0,6,0,448
pair_pair_math500_148_recovery_ckpt_000_r_07,pair_math500_148,recovery,0,7,1,508
pair_pair_math500_148_recovery_ckpt_000_r_08,pair_math500_148,recovery,0,8,1,512
pair_pair_math500_148_recovery_ckpt_000_r_09,pair_math500_148,recovery,0,9,0,512
pair_pair_math500_148_recovery_ckpt_000_r_10,pair_math500_148,recovery,0,10,1,458
pair_pair_math500_148_recovery_ckpt_000_r_11,pair_math500_148,recovery,0,11,1,512
pair_pair_math500_148_recovery_ckpt_000_r_12,pair_math500_148,recovery,0,12,0,420
pair_pair_math500_148_recovery_ckpt_000_r_13,pair_math500_148,recovery,0,13,1,512
pair_pair_math500_148_recovery_ckpt_000_r_14,pair_math500_148,recovery,0,14,0,449
pair_pair_math500_148_recovery_ckpt_000_r_15,pair_math500_148,recovery,0,15,1,512
pair_pair_math500_148_recovery_ckpt_000_r_16,pair_math500_148,recovery,0,16,1,429
pair_pair_math500_148_recovery_ckpt_256_r_01,pair_math500_148,recovery,256,1,0,495
pair_pair_math500_148_recovery_ckpt_256_r_02,pair_math500_148,recovery,256,2,1,512
pair_pair_math500_148_recovery_ckpt_256_r_03,pair_math500_148,recovery,256,3,1,512
pair_pair_math500_148_recovery_ckpt_256_r_04,pair_math500_148,recovery,256,4,0,512
pair_pair_math500_148_recovery_ckpt_256_r_05,pair_math500_148,recovery,256,5,0,506
pair_pair_math500_148_recovery_ckpt_256_r_06,pair_math500_148,recovery,256,6,1,433
pair_pair_math500_148_recovery_ckpt_256_r_07,pair_math500_148,recovery,256,7,0,471
pair_pair_math500_148_recovery_ckpt_256_r_08,pair_math500_148,recovery,256,8,1,512
pair_pair_math500_148_recovery_ckpt_256_r_09,pair_math500_148,recovery,256,9,1,512
pair_pair_math500_148_recovery_ckpt_256_r_10,pair_math500_148,recovery,256,10,1,486
pair_pair_math500_148_recovery_ckpt_256_r_11,pair_math500_148,recovery,256,11,1,429
pair_pair_math500_148_recovery_ckpt_256_r_12,pair_math500_148,recovery,256,12,1,373
pair_pair_math500_148_recovery_ckpt_256_r_13,pair_math500_148,recovery,256,13,1,407
pair_pair_math500_148_recovery_ckpt_256_r_14,pair_math500_148,recovery,256,14,1,512
pair_pair_math500_148_recovery_ckpt_256_r_15,pair_math500_148,recovery,256,15,1,411
pair_pair_math500_148_recovery_ckpt_256_r_16,pair_math500_148,recovery,256,16,1,488
pair_pair_math500_149_control_ckpt_000_r_01,pair_math500_149,control,0,1,0,512
pair_pair_math500_149_control_ckpt_000_r_02,pair_math500_149,control,0,2,0,512
pair_pair_math500_149_control_ckpt_000_r_03,pair_math500_149,control,0,3,0,512
pair_pair_math500_149_control_ckpt_000_r_04,pair_math500_149,control,0,4,1,487
pair_pair_math500_149_control_ckpt_000_r_05,pair_math500_149,control,0,5,0,512
pair_pair_math500_149_control_ckpt_000_r_06,pair_math500_149,control,0,6,1,454
pair_pair_math500_149_control_ckpt_000_r_07,pair_math500_149,control,0,7,0,512
pair_pair_math500_149_control_ckpt_000_r_08,pair_math500_149,control,0,8,0,480
pair_pair_math500_149_control_ckpt_000_r_09,pair_math500_149,control,0,9,0,512
pair_pair_math500_149_control_ckpt_000_r_10,pair_math500_149,control,0,10,1,461
pair_pair_math500_149_control_ckpt_000_r_11,pair_math500_149,control,0,11,1,481
pair_pair_math500_149_control_ckpt_000_r_12,pair_math500_149,control,0,12,0,512
pair_pair_math500_149_control_ckpt_000_r_13,pair_math500_149,control,0,13,1,452
pair_pair_math500_149_control_ckpt_000_r_14,pair_math500_149,control,0,14,1,509
pair_pair_math500_149_control_ckpt_000_r_15,pair_math500_149,control,0,15,1,476
pair_pair_math500_149_control_ckpt_000_r_16,pair_math500_149,control,0,16,0,510
pair_pair_math500_149_control_ckpt_256_r_01,pair_math500_149,control,256,1,1,512
pair_pair_math500_149_control_ckpt_256_r_02,pair_math500_149,control,256,2,1,512
pair_pair_math500_149_control_ckpt_256_r_03,pair_math500_149,control,256,3,1,512
pair_pair_math500_149_control_ckpt_256_r_04,pair_math500_149,control,256,4,1,469
pair_pair_math500_149_control_ckpt_256_r_05,pair_math500_149,control,256,5,1,512
pair_pair_math500_149_control_ckpt_256_r_06,pair_math500_149,control,256,6,1,512
pair_pair_math500_149_control_ckpt_256_r_07,pair_math500_149,control,256,7,1,512
pair_pair_math500_149_control_ckpt_256_r_08,pair_math500_149,control,256,8,1,512
pair_pair_math500_149_control_ckpt_256_r_09,pair_math500_149,control,256,9,1,489
pair_pair_math500_149_control_ckpt_256_r_10,pair_math500_149,control,256,10,1,442
pair_pair_math500_149_control_ckpt_256_r_11,pair_math500_149,control,256,11,1,512
pair_pair_math500_149_control_ckpt_256_r_12,pair_math500_149,control,256,12,0,500
pair_pair_math500_149_control_ckpt_256_r_13,pair_math500_149,control,256,13,0,512
pair_pair_math500_149_control_ckpt_256_r_14,pair_math500_149,control,256,14,1,489
pair_pair_math500_149_control_ckpt_256_r_15,pair_math500_149,control,256,15,1,512
pair_pair_math500_149_control_ckpt_256_r_16,pair_math500_149,control,256,16,0,494
pair_pair_math500_149_recovery_ckpt_000_r_01,pair_math500_149,recovery,0,1,1,489
pair_pair_math500_149_recovery_ckpt_000_r_02,pair_math500_149,recovery,0,2,0,470
pair_pair_math500_149_recovery_ckpt_000_r_03,pair_math500_149,recovery,0,3,0,463
pair_pair_math500_149_recovery_ckpt_000_r_04,pair_math500_149,recovery,0,4,0,477
pair_pair_math500_149_recovery_ckpt_000_r_05,pair_math500_149,recovery,0,5,0,507
pair_pair_math500_149_recovery_ckpt_000_r_06,pair_math500_149,recovery,0,6,0,512
pair_pair_math500_149_recovery_ckpt_000_r_07,pair_math500_149,recovery,0,7,1,512
pair_pair_math500_149_recovery_ckpt_000_r_08,pair_math500_149,recovery,0,8,0,512
pair_pair_math500_149_recovery_ckpt_000_r_09,pair_math500_149,recovery,0,9,0,425
pair_pair_math500_149_recovery_ckpt_000_r_10,pair_math500_149,recovery,0,10,0,442
pair_pair_math500_149_recovery_ckpt_000_r_11,pair_math500_149,recovery,0,11,1,461
pair_pair_math500_149_recovery_ckpt_000_r_12,pair_math500_149,recovery,0,12,1,463
pair_pair_math500_149_recovery_ckpt_000_r_13,pair_math500_149,recovery,0,13,0,499
pair_pair_math500_149_recovery_ckpt_000_r_14,pair_math500_149,recovery,0,14,0,512
pair_pair_math500_149_recovery_ckpt_000_r_15,pair_math500_149,recovery,0,15,1,512
pair_pair_math500_149_recovery_ckpt_000_r_16,pair_math500_149,recovery,0,16,0,509
pair_pair_math500_149_recovery_ckpt_256_r_01,pair_math500_149,recovery,256,1,1,429
pair_pair_math500_149_recovery_ckpt_256_r_02,pair_math500_149,recovery,256,2,1,402
pair_pair_math500_149_recovery_ckpt_256_r_03,pair_math500_149,recovery,256,3,1,512
pair_pair_math500_149_recovery_ckpt_256_r_04,pair_math500_149,recovery,256,4,1,512
pair_pair_math500_149_recovery_ckpt_256_r_05,pair_math500_149,recovery,256,5,1,424
pair_pair_math500_149_recovery_ckpt_256_r_06,pair_math500_149,recovery,256,6,1,450
pair_pair_math500_149_recovery_ckpt_256_r_07,pair_math500_149,recovery,256,7,1,434
pair_pair_math500_149_recovery_ckpt_256_r_08,pair_math500_149,recovery,256,8,1,471
pair_pair_math500_149_recovery_ckpt_256_r_09,pair_math500_149,recovery,256,9,1,512
pair_pair_math500_149_recovery_ckpt_256_r_10,pair_math500_149,recovery,256,10,1,512
pair_pair_math500_149_recovery_ckpt_256_r_11,pair_math500_149,recovery,256,11,0,512
pair_pair_math500_149_recovery_ckpt_256_r_12,pair_math500_149,recovery,256,12,1,512
pair_pair_math500_149_recovery_ckpt_256_r_13,pair_math500_149,recovery,256,13,1,471
pair_pair_math500_149_recovery_ckpt_256_r_14,pair_math500_149,recovery,256,14,1,507
pair_pair_math500_149_recovery_ckpt_256_r_15,pair_math500_149,recovery,256,15,0,512
pair_pair_math500_149_recovery_ckpt_256_r_16,pair_math500_149,recovery,256,16,0,437
pair_pair_math500_150_control_ckpt_000_r_01,pair_math500_150,control,0,1,1,512
pair_pair_math500_150_control_ckpt_000_r_02,pair_math500_150,control,0,2,0,512
pair_pair_math500_150_control_ckpt_000_r_03,pair_math500_150,control,0,3,0,507
pair_pair_math500_150_control_ckpt_000_r_04,pair_math500_150,control,0,4,1,475
pair_pair_math500_150_control_ckpt_000_r_05,pair_math500_150,control,0,5,1,498
pair_pair_math500_150_control_ckpt_000_r_06,pair_math500_150,control,0,6,0,495
pair_pair_math500_150_control_ckpt_000_r_07,pair_math500_150,control,0,7,1,487
pair_pair_math500_150_control_ckpt_000_r_08,pair_math500_150,control,0,8,1,410
pair_pair_math500_150_control_ckpt_000_r_09,pair_math500_150,control,0,9,0,429
pair_pair_math500_150_control_ckpt_000_r_10,pair_math500_150,control,0,10,1,490
pair_pair_math500_150_control_ckpt_000_r_11,pair_math500_150,control,0,11,1,472
pair_pair_math500_150_control_ckpt_000_r_12,pair_math500_150,control,0,12,0,512
pair_pair_math500_150_control_ckpt_000_r_13,pair_math500_150,control,0,13,0,512
pair_pair_math500_150_control_ckpt_000_r_14,pair_math500_150,control,0,14,1,499
pair_pair_math500_150_control_ckpt_000_r_15,pair_math500_150,control,0,15,1,487
pair_pair_math500_150_control_ckpt_000_r_16,pair_math500_150,control,0,16,1,472
pair_pair_math500_150_control_ckpt_256_r_01,pair_math500_150,control,256,1,1,512
pair_pair_math500_150_control_ckpt_256_r_02,pair_math500_150,control,256,2,0,512
pair_pair_math500_150_control_ckpt_256_r_03,pair_math500_150,control,256,3,0,512
pair_pair_math500_150_control_ckpt_256_r_04,pair_math500_150,control,256,4,1,500
pair_pair_math500_150_control_ckpt_256_r_05,pair_math500_150,control,256,5,0,395
pair_pair_math500_150_control_ckpt_256_r_06,pair_math500_150,control,256,6,1,512
pair_pair_math500_150_control_ckpt_256_r_07,pair_math500_150,control,256,7,1,432
pair_pair_math500_150_control_ckpt_256_r_08,pair_math500_150,control,256,8,1,512
pair_pair_math500_150_control_ckpt_256_r_09,pair_math500_150,control,256,9,0,501
pair_pair_math500_150_control_ckpt_256_r_10,pair_math500_150,control,256,10,1,485
pair_pair_math500_150_control_ckpt_256_r_11,pair_math500_150,control,256,11,1,512
pair_pair_math500_150_control_ckpt_256_r_12,pair_math500_150,control,256,12,0,512
pair_pair_math500_150_control_ckpt_256_r_13,pair_math500_150,control,256,13,0,478
pair_pair_math500_150_control_ckpt_256_r_14,pair_math500_150,control,256,14,0,501
pair_pair_math500_150_control_ckpt_256_r_15,pair_math500_150,control,256,15,0,507
pair_pair_math500_150_control_ckpt_256_r_16,pair_math500_150,control,256,16,0,508
pair_pair_math500_150_recovery_ckpt_000_r_01,pair_math500_150,recovery,0,1,0,449
pair_pair_math500_150_recovery_ckpt_000_r_02,pair_math500_150,recovery,0,2,1,512
pair_pair_math500_150_recovery_ckpt_000_r_03,pair_math500_150,recovery,0,3,1,475
pair_pair_math500_150_recovery_ckpt_000_r_04,pair_math500_150,recovery,0,4,0,391
pair_pair_math500_150_recovery_ckpt_000_r_05,pair_math500_150,recovery,0,5,0,511
pair_pair_math500_150_recovery_ckpt_000_r_06,pair_math500_150,recovery,0,6,0,512
pair_pair_math500_150_recovery_ckpt_000_r_07,pair_math500_150,recovery,0,7,0,499
pair_pair_math500_150_recovery_ckpt_000_r_08,pair_math500_150,recovery,0,8,1,471
pair_pair_math500_150_recovery_ckpt_000_r_09,pair_math500_150,recovery,0,9,0,477
pair_pair_math500_150_recovery_ckpt_000_r_10,pair_math500_150,recovery,0,10,0,512
pair_pair_math500_150_recovery_ckpt_000_r_11,pair_math500_150,recovery,0,11,0,481
pair_pair_math500_150_recovery_ckpt_000_r_12,pair_math500_150,recovery,0,12,0,512
pair_pair_math500_150_recovery_ckpt_000_r_13,pair_math500_150,recovery,0,13,0,399
pair_pair_math500_150_recovery_ckpt_000_r_14,pair_math500_150,recovery,0,14,1,512
pair_pair_math500_150_recovery_ckpt_000_r_15,pair_math500_150,recovery,0,15,0,477
pair_pair_math500_150_recovery_ckpt_000_r_16,pair_math500_150,recovery,0,16,0,473
pair_pair_math500_150_recovery_ckpt_256_r_01,pair_math500_150,recovery,256,1,1,490
pair_pair_math500_150_recovery_ckpt_256_r_02,pair_math500_150,recovery,256,2,1,470
pair_pair_math500_150_recovery_ckpt_256_r_03,pair_math500_150,recovery,256,3,1,395
pair_pair_math500_150_recovery_ckpt_256_r_04,pair_math500_150,recovery,256,4,1,512
pair_pair_math500_150_recovery_ckpt_256_r_05,pair_math500_150,recovery,256,5,0,463
pair_pair_math500_150_recovery_ckpt_256_r_06,pair_math500_150,recovery,256,6,1,510
pair_pair_math500_150_recovery_ckpt_256_r_07,pair_math500_150,recovery,256,7,1,417
pair_pair_math500_150_recovery_ckpt_256_r_08,pair_math500_150,recovery,256,8,0,476
pair_pair_math500_150_recovery_ckpt_256_r_09,pair_math500_150,recovery,256,9,1,474
pair_pair_math500_150_recovery_ckpt_256_r_10,pair_math500_150,recovery,256,10,1,512
pair_pair_math500_150_recovery_ckpt_256_r_11,pair_math500_150,recovery,256,11,1,512
pair_pair_math500_150_recovery_ckpt_256_r_12,pair_math500_150,recovery,256,12,0,473
pair_pair_math500_150_recovery_ckpt_256_r_13,pair_math500_150,recovery,256,13,0,512
pair_pair_math500_150_recovery_ckpt_256_r_14,pair_math500_150,recovery,256,14,1,474
pair_pair_math500_150_recovery_ckpt_256_r_15,pair_math500_150,recovery,256,15,1,451
pair_pair_math500_150_recovery_ckpt_256_r_16,pair_math500_150,recovery,256,16,0,512
pair_pair_math500_151_control_ckpt_000_r_01,pair_math500_151,control,0,1,0,476
pair_pair_math500_151_control_ckpt_000_r_02,pair_math500_151,control,0,2,1,512
pair_pair_math500_151_control_ckpt_000_r_03,pair_math500_151,control,0,3,0,512
pair_pair_math500_151_control_ckpt_000_r_04,pair_math500_151,control,0,4,0,512
pair_pair_math500_151_control_ckpt_000_r_05,pair_math500_151,control,0,5,1,447
pair_pair_math500_151_control_ckpt_000_r_06,pair_math500_151,control,0,6,0,512
pair_pair_math500_151_control_ckpt_000_r_07,pair_math500_151,control,0,7,0,452
pair_pair_math500_151_control_ckpt_000_r_08,pair_math500_151,control,0,8,0,512
pair_pair_math500_151_control_ckpt_000_r_09,pair_math500_151,control,0,9,1,500
pair_pair_math500_151_control_ckpt_000_r_10,pair_math500_151,control,0,10,0,512
pair_pair_math500_151_control_ckpt_000_r_11,pair_math500_151,control,0,11,1,488
pair_pair_math500_151_control_ckpt_000_r_12,pair_math500_151,control,0,12,0,508
pair_pair_math500_151_control_ckpt_000_r_13,pair_math500_151,control,0,13,1,464
pair_pair_math500_151_control_ckpt_000_r_14,pair_math500_151,control,0,14,0,512
pair_pair_math500_151_control_ckpt_000_r_15,pair_math500_151,control,0,15,0,512
pair_pair_math500_151_control_ckpt_000_r_16,pair_math500_151,control,0,16,1,512
pair_pair_math500_151_control_ckpt_256_r_01,pair_math500_151,control,256,1,1,512
pair_pair_math500_151_control_ckpt_256_r_02,pair_math500_151,control,256,2,1,512
pair_pair_math500_151_control_ckpt_256_r_03,pair_math500_151,control,256,3,1,512
pair_pair_math500_151_control_ckpt_256_r_04,pair_math500_151,control,256,4,1,498
pair_pair_math500_151_control_ckpt_256_r_05,pair_math500_151,control,256,5,0,512
pair_pair_math500_151_control_ckpt_256_r_06,pair_math500_151,control,256,6,1,439
pair_pair_math500_151_control_ckpt_256_r_07,pair_math500_151,control,256,7,0,471
pair_pair_math500_151_control_ckpt_256_r_08,pair_math500_151,control,256,8,1,483
pair_pair_math500_151_control_ckpt_256_r_09,pair_math500_151,control,256,9,1,464
pair_pair_math500_151_control_ckpt_256_r_10,pair_math500_151,control,256,10,0,496
pair_pair_math500_151_control_ckpt_256_r_11,pair_math500_151,control,256,11,1,512
pair_pair_math500_151_control_ckpt_256_r_12,pair_math500_151,control,256,12,1,512
pair_pair_math500_151_control_ckpt_256_r_13,pair_math500_151,control,256,13,1,484
pair_pair_math500_151_control_ckpt_256_r_14,pair_math500_151,control,256,14,1,512
pair_pair_math500_151_control_ckpt_256_r_15,pair_math500_151,control,256,15,0,512
pair_pair_math500_151_control_ckpt_256_r_16,pair_math500_151,control,256,16,1,512
pair_pair_math500_151_recovery_ckpt_000_r_01,pair_math500_151,recovery,0,1,1,415
pair_pair_math500_151_recovery_ckpt_000_r_02,pair_math500_151,recovery,0,2,0,383
pair_pair_math500_151_recovery_ckpt_000_r_03,pair_math500_151,recovery,0,3,1,452
pair_pair_math500_151_recovery_ckpt_000_r_04,pair_math500_151,recovery,0,4,1,449
pair_pair_math500_151_recovery_ckpt_000_r_05,pair_math500_151,recovery,0,5,1,512
pair_pair_math500_151_recovery_ckpt_000_r_06,pair_math500_151,recovery,0,6,0,497
pair_pair_math500_151_recovery_ckpt_000_r_07,pair_math500_151,recovery,0,7,1,512
pair_pair_math500_151_recovery_ckpt_000_r_08,pair_math500_151,recovery,0,8,1,512
pair_pair_math500_151_recovery_ckpt_000_r_09,pair_math500_151,recovery,0,9,0,512
pair_pair_math500_151_recovery_ckpt_000_r_10,pair_math500_151,recovery,0,10,0,512
pair_pair_math500_151_recovery_ckpt_000_r_11,pair_math500_151,recovery,0,11,1,505
pair_pair_math500_151_recovery_ckpt_000_r_12,pair_math500_151,recovery,0,12,0,496
pair_pair_math500_151_recovery_ckpt_000_r_13,pair_math500_151,recovery,0,13,1,512
pair_pair_math500_151_recovery_ckpt_000_r_14,pair_math500_151,recovery,0,14,0,485
pair_pair_math500_151_recovery_ckpt_000_r_15,pair_math500_151,recovery,0,15,1,482
pair_pair_math500_151_recovery_ckpt_000_r_16,pair_math500_151,recovery,0,16,1,462
pair_pair_math500_151_recovery_ckpt_256_r_01,pair_math500_151,recovery,256,1,1,450
pair_pair_math500_151_recovery_ckpt_256_r_02,pair_math500_151,recovery,256,2,0,512
pair_pair_math500_151_recovery_ckpt_256_r_03,pair_math500_151,recovery,256,3,1,512
pair_pair_math500_151_recovery_ckpt_256_r_04,pair_math500_151,recovery,256,4,1,461
pair_pair_math500_151_recovery_ckpt_256_r_05,pair_math500_151,recovery,256,5,1,441
pair_pair_math500_151_recovery_ckpt_256_r_06,pair_math500_151,recovery,256,6,1,498
pair_pair_math500_151_recovery_ckpt_256_r_07,pair_math500_151,recovery,256,7,0,468
pair_pair_math500_151_recovery_ckpt_256_r_08,pair_math500_151,recovery,256,8,1,490
pair_pair_math500_151_recovery_ckpt_256_r_09,pair_math500_151,recovery,256,9,1,478
pair_pair_math500_151_recovery_ckpt_256_r_10,pair_math500_151,recovery,256,10,1,446
pair_pair_math500_151_recovery_ckpt_256_r_11,pair_math500_151,recovery,256,11,1,467
pair_pair_math500_151_recovery_ckpt_256_r_12,pair_math500_151,recovery,256,12,0,466
pair_pair_math500_151_recovery_ckpt_256_r_13,pair_math500_151,recovery,256,13,1,436
pair_pair_math500_151_recovery_ckpt_256_r_14,pair_math500_151,recovery,256,14,1,444
pair_pair_math500_151_recovery_ckpt_256_r_15,pair_math500_151,recovery,256,15,0,392
pair_pair_math500_151_recovery_ckpt_256_r_16,pair_math500_151,recovery,256,16,0,512
pair_pair_math500_152_control_ckpt_000_r_01,pair_math500_152,control,0,1,0,437
pair_pair_math500_152_control_ckpt_000_r_02,pair_math500_152,control,0,2,0,512
pair_pair_math500_152_control_ckpt_000_r_03,pair_math500_152,control,0,3,0,512
pair_pair_math500_152_control_ckpt_000_r_04,pair_math500_152,control,0,4,0,512
pair_pair_math500_152_control_ckpt_000_r_05,pair_math500_152,control,0,5,0,508
pair_pair_math500_152_control_ckpt_000_r_06,pair_math500_152,control,0,6,0,512
pair_pair_math500_152_control_ckpt_000_r_07,pair_math500_152,control,0,7,0,507
pair_pair_math500_152_control_ckpt_000_r_08,pair_math500_152,control,0,8,0,512
pair_pair_math500_152_control_ckpt_000_r_09,pair_math500_152,control,0,9,0,512
pair_pair_math500_152_control_ckpt_000_r_10,pair_math500_152,control,0,10,1,512
pair_pair_math500_152_control_ckpt_000_r_11,pair_math500_152,control,0,11,1,493
pair_pair_math500_152_control_ckpt_000_r_12,pair_math500_152,control,0,12,0,502
pair_pair_math500_152_control_ckpt_000_r_13,pair_math500_152,control,0,13,0,512
pair_pair_math500_152_control_ckpt_000_r_14,pair_math500_152,control,0,14,0,485
pair_pair_math500_152_control_ckpt_000_r_15,pair_math500_152,control,0,15,0,452
pair_pair_math500_152_control_ckpt_000_r_16,pair_math500_152,control,0,16,0,512
pair_pair_math500_152_control_ckpt_256_r_01,pair_math500_152,control,256,1,0,512
pair_pair_math500_152_control_ckpt_256_r_02,pair_math500_152,control,256,2,0,512
pair_pair_math500_152_control_ckpt_256_r_03,pair_math500_152,control,256,3,1,512
pair_pair_math500_152_control_ckpt_256_r_04,pair_math500_152,control,256,4,0,512
pair_pair_math500_152_control_ckpt_256_r_05,pair_math500_152,control,256,5,0,512
pair_pair_math500_152_control_ckpt_256_r_06,pair_math500_152,control,256,6,0,478
pair_pair_math500_152_control_ckpt_256_r_07,pair_math500_152,control,256,7,1,476
pair_pair_math500_152_control_ckpt_256_r_08,pair_math500_152,control,256,8,0,512
pair_pair_math500_152_control_ckpt_256_r_09,pair_math500_152,control,256,9,0,512
pair_pair_math500_152_control_ckpt_256_r_10,pair_math500_152,control,256,10,1,512
pair_pair_math500_152_control_ckpt_256_r_11,pair_math500_152,control,256,11,0,512
pair_pair_math500_152_control_ckpt_256_r_12,pair_math500_152,control,256,12,0,482
pair_pair_math500_152_control_ckpt_256_r_13,pair_math500_152,control,256,13,1,512
pair_pair_math500_152_control_ckpt_256_r_14,pair_math500_152,control,256,14,1,512
pair_pair_math500_152_control_ckpt_256_r_15,pair_math500_152,control,256,15,0,512
pair_pair_math500_152_control_ckpt_256_r_16,pair_math500_152,control,256,16,1,512
pair_pair_math500_152_recovery_ckpt_000_r_01,pair_math500_152,recovery,0,1,0,465
pair_pair_math500_152_recovery_ckpt_000_r_02,pair_math500_152,recovery,0,2,0,497
pair_pair_math500_152_recovery_ckpt_000_r_03,pair_math500_152,recovery,0,3,0,456
pair_pair_math500_152_recovery_ckpt_000_r_04,pair_math500_152,recovery,0,4,0,449
pair_pair_math500_152_recovery_ckpt_000_r_05,pair_math500_152,recovery,0,5,0,504
pair_pair_math500_152_recovery_ckpt_000_r_06,pair_math500_152,recovery,0,6,0,512
pair_pair_math500_152_recovery_ckpt_000_r_07,pair_math500_152,recovery,0,7,1,473
pair_pair_math500_152_recovery_ckpt_000_r_08,pair_math500_152,recovery,0,8,0,470
pair_pair_math500_152_recovery_ckpt_000_r_09,pair_math500_152,recovery,0,9,0,505
pair_pair_math500_152_recovery_ckpt_000_r_10,pair_math500_152,recovery,0,10,1,512
pair_pair_math500_152_recovery_ckpt_000_r_11,pair_math500_152,recovery,0,11,0,512
pair_pair_math500_152_recovery_ckpt_000_r_12,pair_math500_152,recovery,0,12,0,512
pair_pair_math500_152_recovery_ckpt_000_r_13,pair_math500_152,recovery,0,13,0,501
pair_pair_math500_152_recovery_ckpt_000_r_14,pair_math500_152,recovery,0,14,1,452
pair_pair_math500_152_recovery_ckpt_000_r_15,pair_math500_152,recovery,0,15,0,453
pair_pair_math500_152_recovery_ckpt_000_r_16,pair_math500_152,recovery,0,16,0,512
pair_pair_math500_152_recovery_ckpt_256_r_01,pair_math500_152,recovery,256,1,1,481
pair_pair_math500_152_recovery_ckpt_256_r_02,pair_math500_152,recovery,256,2,0,512
pair_pair_math500_152_recovery_ckpt_256_r_03,pair_math500_152,recovery,256,3,0,512
pair_pair_math500_152_recovery_ckpt_256_r_04,pair_math500_152,recovery,256,4,0,491
pair_pair_math500_152_recovery_ckpt_256_r_05,pair_math500_152,recovery,256,5,1,512
pair_pair_math500_152_recovery_ckpt_256_r_06,pair_math500_152,recovery,256,6,1,512
pair_pair_math500_152_recovery_ckpt_256_r_07,pair_math500_152,recovery,256,7,1,512
pair_pair_math500_152_recovery_ckpt_256_r_08,pair_math500_152,recovery,256,8,0,487
pair_pair_math500_152_recovery_ckpt_256_r_09,pair_math500_152,recovery,256,9,1,499
pair_pair_math500_152_recovery_ckpt_256_r_10,pair_math500_152,recovery,256,10,1,512
pair_pair_math500_152_recovery_ckpt_256_r_11,pair_math500_152,recovery,256,11,1,477
pair_pair_math500_152_recovery_ckpt_256_r_12,pair_math500_152,recovery,256,12,1,509
pair_pair_math500_152_recovery_ckpt_256_r_13,pair_math500_152,recovery,256,13,0,505
pair_pair_math500_152_recovery_ckpt_256_r_14,pair_math500_152,recovery,256,14,0,442
pair_pair_math500_152_recovery_ckpt_256_r_15,pair_math500_152,recovery,256,15,1,512
pair_pair_math500_152_recovery_ckpt_256_r_16,pair_math500_152,recovery,256,16,0,431
pair_pair_math500_153_control_ckpt_000_r_01,pair_math500_153,control,0,1,0,512
pair_pair_math500_153_control_ckpt_000_r_02,pair_math500_153,control,0,2,0,512
